cp_iso2,period,position,currency,usd_mn
2O,2023-Q4,claims,EUR,0.009
2O,2024-Q1,claims,EUR,0.009
2O,2024-Q2,claims,EUR,0.009
2O,2024-Q3,claims,EUR,0.009
2O,2024-Q4,claims,EUR,0.009
2O,2025-Q1,claims,EUR,0.009
2O,2025-Q2,claims,EUR,0.01
2O,2025-Q3,claims,EUR,0.01
2O,2025-Q4,claims,EUR,0.01
2O,2026-Q1,claims,EUR,361.012
2R,2000-Q2,claims,EUR,0.0
2R,2000-Q3,claims,EUR,0.0
2R,2000-Q4,claims,EUR,0.0
2R,2001-Q2,claims,EUR,0.0
2R,2001-Q3,claims,EUR,0.0
2R,2001-Q4,claims,EUR,0.0
2R,2002-Q2,claims,EUR,0.0
2R,2002-Q3,claims,EUR,0.0
2R,2002-Q4,claims,EUR,0.0
2R,2003-Q1,claims,EUR,0.0
2R,2003-Q2,claims,EUR,0.0
2R,2003-Q3,claims,EUR,0.0
2R,2003-Q4,claims,EUR,0.0
2R,2004-Q1,claims,EUR,0.0
2R,2004-Q2,claims,EUR,0.0
2R,2004-Q3,claims,EUR,0.0
2R,2004-Q4,claims,EUR,-31.0
2R,2005-Q1,claims,EUR,0.0
2R,2005-Q4,claims,EUR,0.0
2R,2006-Q1,claims,EUR,0.0
2R,2006-Q3,claims,EUR,0.0
2R,2006-Q4,claims,EUR,0.0
2R,2007-Q1,claims,EUR,-3.0
2R,2007-Q2,claims,EUR,-1.0
2R,2007-Q3,claims,EUR,1.0
2R,2007-Q4,claims,EUR,1.0
2R,2008-Q1,claims,EUR,359.0
2R,2008-Q2,claims,EUR,146.0
2R,2008-Q3,claims,EUR,108.0
2R,2008-Q4,claims,EUR,258.0
2R,2009-Q1,claims,EUR,181.0
2R,2009-Q2,claims,EUR,192.0
2R,2009-Q3,claims,EUR,145.0
2R,2009-Q4,claims,EUR,146.0
2R,2010-Q1,claims,EUR,134.0
2R,2010-Q2,claims,EUR,147.0
2R,2010-Q3,claims,EUR,256.0
2R,2010-Q4,claims,EUR,139.0
2R,2011-Q1,claims,EUR,274.0
2R,2011-Q2,claims,EUR,175.0
2R,2011-Q3,claims,EUR,101.0
2R,2011-Q4,claims,EUR,85.0
2R,2012-Q1,claims,EUR,163.0
2R,2012-Q2,claims,EUR,324.929
2R,2012-Q3,claims,EUR,211.227
2R,2012-Q4,claims,EUR,232.404
2R,2013-Q1,claims,EUR,229.518
2R,2013-Q2,claims,EUR,231.937
2R,2013-Q3,claims,EUR,144.796
2R,2013-Q4,claims,EUR,401.905
2R,2014-Q1,claims,EUR,413.896
2R,2014-Q2,claims,EUR,423.22
2R,2014-Q3,claims,EUR,401.884
2R,2014-Q4,claims,EUR,401.135
2R,2015-Q1,claims,EUR,171.121
2R,2015-Q2,claims,EUR,121.821
2R,2015-Q3,claims,EUR,118.131
2R,2015-Q4,claims,EUR,130.569
2R,2016-Q1,claims,EUR,125.338
2R,2016-Q2,claims,EUR,69.149
2R,2016-Q3,claims,EUR,67.823
2R,2016-Q4,claims,EUR,390.885
2R,2017-Q1,claims,EUR,334.535
2R,2017-Q2,claims,EUR,13.824
2R,2017-Q3,claims,EUR,209.342
2R,2017-Q4,claims,EUR,34.056
2R,2018-Q1,claims,EUR,35.75
2R,2018-Q2,claims,EUR,23.048
2R,2018-Q3,claims,EUR,937.048
2R,2018-Q4,claims,EUR,692.265
2R,2019-Q1,claims,EUR,535.773
2R,2019-Q2,claims,EUR,524.126
2R,2019-Q3,claims,EUR,560.137
2R,2019-Q4,claims,EUR,518.674
2R,2020-Q1,claims,EUR,445.881
2R,2020-Q2,claims,EUR,554.04
2R,2020-Q3,claims,EUR,20.335
2R,2020-Q4,claims,EUR,26.77
2R,2021-Q1,claims,EUR,18.684
2R,2021-Q2,claims,EUR,1.924
2R,2021-Q3,claims,EUR,12.1
2R,2021-Q4,claims,EUR,13.862
2R,2022-Q1,claims,EUR,14.01
2R,2022-Q2,claims,EUR,24.561
2R,2022-Q3,claims,EUR,13.349
2R,2022-Q4,claims,EUR,5.62
2R,2023-Q1,claims,EUR,15.181
2R,2023-Q2,claims,EUR,10.6
2R,2023-Q3,claims,EUR,3.009
2R,2023-Q4,claims,EUR,35.977
2R,2024-Q1,claims,EUR,13.938
2R,2024-Q2,claims,EUR,8.408
2R,2024-Q3,claims,EUR,2.73
2R,2024-Q4,claims,EUR,28.674
2R,2025-Q1,claims,EUR,6.906
2R,2025-Q2,claims,EUR,28.318
2R,2025-Q3,claims,EUR,7.72
2R,2025-Q4,claims,EUR,20.782
2R,2026-Q1,claims,EUR,107.751
2S,2000-Q1,claims,EUR,2.0
2S,2000-Q2,claims,EUR,2.0
2S,2000-Q3,claims,EUR,10.0
2S,2001-Q2,claims,EUR,0.0
2S,2002-Q2,claims,EUR,1.0
2S,2002-Q3,claims,EUR,2.0
2S,2002-Q4,claims,EUR,17.0
2S,2003-Q1,claims,EUR,64.0
2S,2003-Q2,claims,EUR,59.0
2S,2003-Q3,claims,EUR,62.0
2S,2003-Q4,claims,EUR,59.0
2S,2004-Q1,claims,EUR,45.0
2S,2006-Q2,claims,EUR,1.0
2S,2006-Q3,claims,EUR,10.0
2T,2000-Q1,claims,EUR,92.0
2T,2000-Q2,claims,EUR,84.0
2T,2000-Q3,claims,EUR,57.0
2T,2000-Q4,claims,EUR,50.0
2T,2001-Q1,claims,EUR,41.0
2T,2001-Q2,claims,EUR,39.0
2T,2001-Q3,claims,EUR,40.0
2T,2001-Q4,claims,EUR,36.0
2T,2002-Q1,claims,EUR,35.0
2T,2002-Q2,claims,EUR,38.0
2T,2002-Q3,claims,EUR,37.0
2T,2002-Q4,claims,EUR,40.0
2T,2003-Q1,claims,EUR,38.0
2T,2003-Q2,claims,EUR,25.0
2T,2003-Q3,claims,EUR,19.0
2T,2003-Q4,claims,EUR,24.0
2T,2004-Q1,claims,EUR,20.0
2U,2000-Q1,claims,EUR,4.0
2U,2001-Q1,claims,EUR,3.0
2U,2001-Q3,claims,EUR,1.0
2U,2001-Q4,claims,EUR,1.0
2W,2000-Q1,claims,EUR,500.0
2W,2000-Q2,claims,EUR,569.0
2W,2000-Q3,claims,EUR,581.0
2W,2000-Q4,claims,EUR,629.0
2W,2001-Q1,claims,EUR,687.0
2W,2001-Q2,claims,EUR,949.0
2W,2001-Q3,claims,EUR,986.0
2W,2001-Q4,claims,EUR,915.0
2W,2002-Q1,claims,EUR,986.0
2W,2002-Q2,claims,EUR,1845.0
2W,2002-Q3,claims,EUR,1781.0
2W,2002-Q4,claims,EUR,1392.0
2W,2003-Q1,claims,EUR,1453.0
2W,2003-Q2,claims,EUR,1207.0
2W,2003-Q3,claims,EUR,832.0
2W,2003-Q4,claims,EUR,961.0
2W,2004-Q1,claims,EUR,1095.0
2W,2004-Q2,claims,EUR,1605.0
2W,2004-Q3,claims,EUR,1862.0
2W,2004-Q4,claims,EUR,1701.0
2W,2005-Q1,claims,EUR,1860.0
2W,2005-Q2,claims,EUR,1119.0
2W,2005-Q3,claims,EUR,919.0
2W,2005-Q4,claims,EUR,825.0
2W,2006-Q1,claims,EUR,1107.0
2W,2006-Q2,claims,EUR,1846.0
2W,2006-Q3,claims,EUR,801.0
2W,2006-Q4,claims,EUR,743.0
2W,2007-Q1,claims,EUR,817.0
2W,2007-Q2,claims,EUR,546.0
2W,2007-Q3,claims,EUR,471.0
2W,2007-Q4,claims,EUR,432.0
2W,2008-Q1,claims,EUR,367.0
2W,2008-Q2,claims,EUR,301.0
2W,2008-Q3,claims,EUR,320.0
2W,2008-Q4,claims,EUR,348.0
2W,2009-Q1,claims,EUR,861.0
2W,2009-Q2,claims,EUR,317.0
2W,2009-Q3,claims,EUR,397.0
2W,2009-Q4,claims,EUR,355.0
2W,2010-Q1,claims,EUR,371.0
2W,2010-Q2,claims,EUR,455.0
2W,2010-Q3,claims,EUR,483.0
2W,2010-Q4,claims,EUR,418.0
2W,2011-Q1,claims,EUR,347.0
2W,2011-Q2,claims,EUR,351.0
2W,2011-Q3,claims,EUR,461.0
2W,2011-Q4,claims,EUR,350.0
2W,2012-Q1,claims,EUR,423.0
2W,2012-Q2,claims,EUR,73.285
2W,2012-Q3,claims,EUR,83.705
2W,2012-Q4,claims,EUR,115.297
2W,2013-Q1,claims,EUR,125.23
2W,2013-Q2,claims,EUR,136.288
2W,2013-Q3,claims,EUR,140.509
2W,2013-Q4,claims,EUR,196.054
2W,2014-Q1,claims,EUR,132.795
2W,2014-Q2,claims,EUR,80.233
2W,2014-Q3,claims,EUR,79.174
2W,2014-Q4,claims,EUR,61.039
2W,2015-Q1,claims,EUR,60.715
2W,2015-Q2,claims,EUR,58.586
2W,2015-Q3,claims,EUR,54.469
2W,2015-Q4,claims,EUR,71.199
2W,2016-Q1,claims,EUR,113.849
2W,2016-Q2,claims,EUR,109.452
2W,2016-Q3,claims,EUR,104.909
2W,2016-Q4,claims,EUR,97.112
2W,2017-Q1,claims,EUR,124.53
2W,2017-Q2,claims,EUR,118.875
2W,2017-Q3,claims,EUR,123.129
2W,2017-Q4,claims,EUR,129.242
2W,2018-Q1,claims,EUR,183.197
2W,2018-Q2,claims,EUR,171.518
2W,2018-Q3,claims,EUR,133.775
2W,2018-Q4,claims,EUR,128.548
2W,2019-Q1,claims,EUR,115.593
2W,2019-Q2,claims,EUR,115.371
2W,2019-Q3,claims,EUR,115.736
2W,2019-Q4,claims,EUR,124.214
2W,2020-Q1,claims,EUR,125.995
2W,2020-Q2,claims,EUR,114.217
2W,2020-Q3,claims,EUR,80.659
2W,2020-Q4,claims,EUR,83.394
2W,2021-Q1,claims,EUR,67.032
2W,2021-Q2,claims,EUR,73.051
2W,2021-Q3,claims,EUR,108.037
2W,2021-Q4,claims,EUR,548.018
2W,2022-Q1,claims,EUR,491.891
2W,2022-Q2,claims,EUR,404.622
2W,2022-Q3,claims,EUR,316.693
2W,2022-Q4,claims,EUR,306.542
2W,2023-Q1,claims,EUR,277.168
2W,2023-Q2,claims,EUR,240.858
2W,2023-Q3,claims,EUR,206.719
2W,2023-Q4,claims,EUR,174.458
2W,2024-Q1,claims,EUR,144.986
2W,2024-Q2,claims,EUR,119.43
2W,2024-Q3,claims,EUR,108.952
2W,2024-Q4,claims,EUR,78.63
2W,2025-Q1,claims,EUR,82.012
2W,2025-Q2,claims,EUR,147.379
2W,2025-Q3,claims,EUR,143.01
2W,2025-Q4,claims,EUR,143.01
2W,2026-Q1,claims,EUR,189.013
2Z,2000-Q1,claims,EUR,2109.0
2Z,2000-Q2,claims,EUR,2123.0
2Z,2000-Q3,claims,EUR,2082.0
2Z,2000-Q4,claims,EUR,2110.0
2Z,2001-Q1,claims,EUR,2271.0
2Z,2001-Q2,claims,EUR,2629.0
2Z,2001-Q3,claims,EUR,3121.0
2Z,2001-Q4,claims,EUR,2839.0
2Z,2002-Q1,claims,EUR,2777.0
2Z,2002-Q2,claims,EUR,4280.0
2Z,2002-Q3,claims,EUR,4010.0
2Z,2002-Q4,claims,EUR,4217.0
2Z,2003-Q1,claims,EUR,4066.0
2Z,2003-Q2,claims,EUR,5248.0
2Z,2003-Q3,claims,EUR,4576.0
2Z,2003-Q4,claims,EUR,5523.0
2Z,2004-Q1,claims,EUR,6173.0
2Z,2004-Q2,claims,EUR,7863.0
2Z,2004-Q3,claims,EUR,8650.0
2Z,2004-Q4,claims,EUR,9922.0
2Z,2005-Q1,claims,EUR,9901.0
2Z,2005-Q2,claims,EUR,9706.0
2Z,2005-Q3,claims,EUR,9909.0
2Z,2005-Q4,claims,EUR,9680.0
2Z,2006-Q1,claims,EUR,9976.0
2Z,2006-Q2,claims,EUR,10693.0
2Z,2006-Q3,claims,EUR,11122.0
2Z,2006-Q4,claims,EUR,12041.0
2Z,2007-Q1,claims,EUR,13527.0
2Z,2007-Q2,claims,EUR,13727.0
2Z,2007-Q3,claims,EUR,16235.0
2Z,2007-Q4,claims,EUR,16048.0
2Z,2008-Q1,claims,EUR,19582.0
2Z,2008-Q2,claims,EUR,19186.0
2Z,2008-Q3,claims,EUR,16142.0
2Z,2008-Q4,claims,EUR,13956.0
2Z,2009-Q1,claims,EUR,12931.5
2Z,2009-Q2,claims,EUR,11675.0
2Z,2009-Q3,claims,EUR,13180.5
2Z,2009-Q4,claims,EUR,12227.0
2Z,2010-Q1,claims,EUR,11309.0
2Z,2010-Q2,claims,EUR,9870.0
2Z,2010-Q3,claims,EUR,11316.0
2Z,2010-Q4,claims,EUR,11635.0
2Z,2011-Q1,claims,EUR,13928.065
2Z,2011-Q2,claims,EUR,13439.0
2Z,2011-Q3,claims,EUR,14406.0
2Z,2011-Q4,claims,EUR,12586.0
2Z,2012-Q1,claims,EUR,12615.079
2Z,2012-Q2,claims,EUR,11812.51
2Z,2012-Q3,claims,EUR,11843.364
2Z,2012-Q4,claims,EUR,11783.804
2Z,2013-Q1,claims,EUR,13179.914
2Z,2013-Q2,claims,EUR,13045.659
2Z,2013-Q3,claims,EUR,14199.308
2Z,2013-Q4,claims,EUR,14816.647
2Z,2014-Q1,claims,EUR,15135.809
2Z,2014-Q2,claims,EUR,15810.047
2Z,2014-Q3,claims,EUR,14192.334
2Z,2014-Q4,claims,EUR,17321.382
2Z,2015-Q1,claims,EUR,17511.9
2Z,2015-Q2,claims,EUR,18383.531
2Z,2015-Q3,claims,EUR,18494.541
2Z,2015-Q4,claims,EUR,16981.163
2Z,2016-Q1,claims,EUR,19236.938
2Z,2016-Q2,claims,EUR,18462.057
2Z,2016-Q3,claims,EUR,17795.134
2Z,2016-Q4,claims,EUR,17268.198
2Z,2017-Q1,claims,EUR,20984.998
2Z,2017-Q2,claims,EUR,22903.851
2Z,2017-Q3,claims,EUR,20566.56
2Z,2017-Q4,claims,EUR,23125.596
2Z,2018-Q1,claims,EUR,23103.9
2Z,2018-Q2,claims,EUR,20962.825
2Z,2018-Q3,claims,EUR,21755.437
2Z,2018-Q4,claims,EUR,21487.908
2Z,2019-Q1,claims,EUR,21678.248
2Z,2019-Q2,claims,EUR,23267.991
2Z,2019-Q3,claims,EUR,23764.904
2Z,2019-Q4,claims,EUR,23951.228
2Z,2020-Q1,claims,EUR,24086.077
2Z,2020-Q2,claims,EUR,23108.132
2Z,2020-Q3,claims,EUR,23767.866
2Z,2020-Q4,claims,EUR,24138.952
2Z,2021-Q1,claims,EUR,22810.797
2Z,2021-Q2,claims,EUR,25890.31
2Z,2021-Q3,claims,EUR,23862.875
2Z,2021-Q4,claims,EUR,23495.862
2Z,2022-Q1,claims,EUR,21562.968
2Z,2022-Q2,claims,EUR,18168.241
2Z,2022-Q3,claims,EUR,15780.072
2Z,2022-Q4,claims,EUR,16720.925
2Z,2023-Q1,claims,EUR,17361.252
2Z,2023-Q2,claims,EUR,17138.315
2Z,2023-Q3,claims,EUR,16461.362
2Z,2023-Q4,claims,EUR,17665.861
2Z,2024-Q1,claims,EUR,16837.967
2Z,2024-Q2,claims,EUR,15823.26
2Z,2024-Q3,claims,EUR,17221.974
2Z,2024-Q4,claims,EUR,13443.676
2Z,2025-Q1,claims,EUR,13533.6
2Z,2025-Q2,claims,EUR,14384.332
2Z,2025-Q3,claims,EUR,14277.223
2Z,2025-Q4,claims,EUR,13817.414
2Z,2026-Q1,claims,EUR,13232.734
3C,2000-Q1,claims,EUR,43066.0
3C,2000-Q2,claims,EUR,44102.0
3C,2000-Q3,claims,EUR,40936.0
3C,2000-Q4,claims,EUR,46621.0
3C,2001-Q1,claims,EUR,41523.0
3C,2001-Q2,claims,EUR,42774.0
3C,2001-Q3,claims,EUR,43113.0
3C,2001-Q4,claims,EUR,43481.0
3C,2002-Q1,claims,EUR,43309.0
3C,2002-Q2,claims,EUR,47151.0
3C,2002-Q3,claims,EUR,47897.0
3C,2002-Q4,claims,EUR,48560.0
3C,2003-Q1,claims,EUR,52556.0
3C,2003-Q2,claims,EUR,55037.0
3C,2003-Q3,claims,EUR,59218.0
3C,2003-Q4,claims,EUR,67326.0
3C,2004-Q1,claims,EUR,65731.0
3C,2004-Q2,claims,EUR,67002.0
3C,2004-Q3,claims,EUR,69673.0
3C,2004-Q4,claims,EUR,77188.0
3C,2005-Q1,claims,EUR,79779.0
3C,2005-Q2,claims,EUR,84318.0
3C,2005-Q3,claims,EUR,90266.0
3C,2005-Q4,claims,EUR,94522.0
3C,2006-Q1,claims,EUR,104509.0
3C,2006-Q2,claims,EUR,114449.0
3C,2006-Q3,claims,EUR,117012.0
3C,2006-Q4,claims,EUR,142675.0
3C,2007-Q1,claims,EUR,150641.0
3C,2007-Q2,claims,EUR,163777.0
3C,2007-Q3,claims,EUR,185447.0
3C,2007-Q4,claims,EUR,202980.0
3C,2008-Q1,claims,EUR,227297.0
3C,2008-Q2,claims,EUR,247504.0
3C,2008-Q3,claims,EUR,239640.0
3C,2008-Q4,claims,EUR,249049.0
3C,2009-Q1,claims,EUR,228767.0
3C,2009-Q2,claims,EUR,241545.0
3C,2009-Q3,claims,EUR,239959.5
3C,2009-Q4,claims,EUR,239501.0
3C,2010-Q1,claims,EUR,220629.0
3C,2010-Q2,claims,EUR,204372.0
3C,2010-Q3,claims,EUR,229735.0
3C,2010-Q4,claims,EUR,225435.0
3C,2011-Q1,claims,EUR,244366.795
3C,2011-Q2,claims,EUR,242282.0
3C,2011-Q3,claims,EUR,225755.0
3C,2011-Q4,claims,EUR,208808.0
3C,2012-Q1,claims,EUR,213917.118
3C,2012-Q2,claims,EUR,202337.224
3C,2012-Q3,claims,EUR,210088.957
3C,2012-Q4,claims,EUR,214845.629
3C,2013-Q1,claims,EUR,206145.701
3C,2013-Q2,claims,EUR,213948.666
3C,2013-Q3,claims,EUR,220563.533
3C,2013-Q4,claims,EUR,219290.31
3C,2014-Q1,claims,EUR,219622.247
3C,2014-Q2,claims,EUR,220118.703
3C,2014-Q3,claims,EUR,197765.179
3C,2014-Q4,claims,EUR,190538.304
3C,2015-Q1,claims,EUR,170405.861
3C,2015-Q2,claims,EUR,179853.053
3C,2015-Q3,claims,EUR,180150.316
3C,2015-Q4,claims,EUR,173429.569
3C,2016-Q1,claims,EUR,178977.594
3C,2016-Q2,claims,EUR,174870.08
3C,2016-Q3,claims,EUR,175330.615
3C,2016-Q4,claims,EUR,162741.242
3C,2017-Q1,claims,EUR,166438.094
3C,2017-Q2,claims,EUR,177882.574
3C,2017-Q3,claims,EUR,186499.6
3C,2017-Q4,claims,EUR,191614.887
3C,2018-Q1,claims,EUR,198403.276
3C,2018-Q2,claims,EUR,193123.091
3C,2018-Q3,claims,EUR,190308.817
3C,2018-Q4,claims,EUR,189245.961
3C,2019-Q1,claims,EUR,181359.004
3C,2019-Q2,claims,EUR,184399.7
3C,2019-Q3,claims,EUR,180045.632
3C,2019-Q4,claims,EUR,187624.779
3C,2020-Q1,claims,EUR,181604.665
3C,2020-Q2,claims,EUR,175974.092
3C,2020-Q3,claims,EUR,184729.625
3C,2020-Q4,claims,EUR,194946.872
3C,2021-Q1,claims,EUR,182966.218
3C,2021-Q2,claims,EUR,183217.631
3C,2021-Q3,claims,EUR,178119.036
3C,2021-Q4,claims,EUR,179633.551
3C,2022-Q1,claims,EUR,175108.33
3C,2022-Q2,claims,EUR,171775.281
3C,2022-Q3,claims,EUR,166506.166
3C,2022-Q4,claims,EUR,181341.946
3C,2023-Q1,claims,EUR,184452.08
3C,2023-Q2,claims,EUR,184605.513
3C,2023-Q3,claims,EUR,180283.095
3C,2023-Q4,claims,EUR,186610.642
3C,2024-Q1,claims,EUR,185415.029
3C,2024-Q2,claims,EUR,186844.056
3C,2024-Q3,claims,EUR,194223.916
3C,2024-Q4,claims,EUR,187528.999
3C,2025-Q1,claims,EUR,201008.294
3C,2025-Q2,claims,EUR,218299.196
3C,2025-Q3,claims,EUR,221348.008
3C,2025-Q4,claims,EUR,225545.648
3C,2026-Q1,claims,EUR,237193.405
4L,2000-Q1,claims,EUR,241190.0
4L,2000-Q2,claims,EUR,247315.0
4L,2000-Q3,claims,EUR,250228.0
4L,2000-Q4,claims,EUR,266875.0
4L,2001-Q1,claims,EUR,306821.0
4L,2001-Q2,claims,EUR,294778.0
4L,2001-Q3,claims,EUR,318275.0
4L,2001-Q4,claims,EUR,304981.0
4L,2002-Q1,claims,EUR,290722.0
4L,2002-Q2,claims,EUR,336316.0
4L,2002-Q3,claims,EUR,348882.0
4L,2002-Q4,claims,EUR,404793.0
4L,2003-Q1,claims,EUR,455093.0
4L,2003-Q2,claims,EUR,496581.0
4L,2003-Q3,claims,EUR,473877.0
4L,2003-Q4,claims,EUR,478887.0
4L,2004-Q1,claims,EUR,500497.0
4L,2004-Q2,claims,EUR,512860.0
4L,2004-Q3,claims,EUR,561373.0
4L,2004-Q4,claims,EUR,619048.0
4L,2005-Q1,claims,EUR,596377.0
4L,2005-Q2,claims,EUR,616624.0
4L,2005-Q3,claims,EUR,643261.0
4L,2005-Q4,claims,EUR,657653.0
4L,2006-Q1,claims,EUR,678999.0
4L,2006-Q2,claims,EUR,755564.0
4L,2006-Q3,claims,EUR,791818.0
4L,2006-Q4,claims,EUR,846433.0
4L,2007-Q1,claims,EUR,887603.0
4L,2007-Q2,claims,EUR,927503.0
4L,2007-Q3,claims,EUR,956654.0
4L,2007-Q4,claims,EUR,1128244.0
4L,2008-Q1,claims,EUR,1175416.0
4L,2008-Q2,claims,EUR,1070839.0
4L,2008-Q3,claims,EUR,978063.0
4L,2008-Q4,claims,EUR,948641.0
4L,2009-Q1,claims,EUR,847043.0
4L,2009-Q2,claims,EUR,876417.0
4L,2009-Q3,claims,EUR,876363.5
4L,2009-Q4,claims,EUR,825491.0
4L,2010-Q1,claims,EUR,772726.0
4L,2010-Q2,claims,EUR,753273.0
4L,2010-Q3,claims,EUR,796211.0
4L,2010-Q4,claims,EUR,736592.0
4L,2011-Q1,claims,EUR,772342.462
4L,2011-Q2,claims,EUR,762200.0
4L,2011-Q3,claims,EUR,741395.0
4L,2011-Q4,claims,EUR,748027.0
4L,2012-Q1,claims,EUR,743768.212
4L,2012-Q2,claims,EUR,710851.239
4L,2012-Q3,claims,EUR,703167.919
4L,2012-Q4,claims,EUR,723738.294
4L,2013-Q1,claims,EUR,711154.219
4L,2013-Q2,claims,EUR,682576.705
4L,2013-Q3,claims,EUR,726614.759
4L,2013-Q4,claims,EUR,739776.001
4L,2014-Q1,claims,EUR,738950.354
4L,2014-Q2,claims,EUR,743439.89
4L,2014-Q3,claims,EUR,689650.354
4L,2014-Q4,claims,EUR,722743.336
4L,2015-Q1,claims,EUR,694457.503
4L,2015-Q2,claims,EUR,686634.993
4L,2015-Q3,claims,EUR,703844.846
4L,2015-Q4,claims,EUR,617593.64
4L,2016-Q1,claims,EUR,673277.154
4L,2016-Q2,claims,EUR,662355.363
4L,2016-Q3,claims,EUR,657925.835
4L,2016-Q4,claims,EUR,640474.371
4L,2017-Q1,claims,EUR,677252.073
4L,2017-Q2,claims,EUR,747578.555
4L,2017-Q3,claims,EUR,753580.53
4L,2017-Q4,claims,EUR,793931.123
4L,2018-Q1,claims,EUR,893758.144
4L,2018-Q2,claims,EUR,850728.7
4L,2018-Q3,claims,EUR,824635.915
4L,2018-Q4,claims,EUR,851789.346
4L,2019-Q1,claims,EUR,910029.03
4L,2019-Q2,claims,EUR,976935.111
4L,2019-Q3,claims,EUR,957798.4
4L,2019-Q4,claims,EUR,967766.363
4L,2020-Q1,claims,EUR,1032014.062
4L,2020-Q2,claims,EUR,996774.298
4L,2020-Q3,claims,EUR,1012590.419
4L,2020-Q4,claims,EUR,1085349.687
4L,2021-Q1,claims,EUR,1073443.955
4L,2021-Q2,claims,EUR,1123380.711
4L,2021-Q3,claims,EUR,1074871.269
4L,2021-Q4,claims,EUR,1174461.983
4L,2022-Q1,claims,EUR,1239955.134
4L,2022-Q2,claims,EUR,1186480.049
4L,2022-Q3,claims,EUR,1106869.444
4L,2022-Q4,claims,EUR,1179770.414
4L,2023-Q1,claims,EUR,1161481.756
4L,2023-Q2,claims,EUR,1077856.731
4L,2023-Q3,claims,EUR,1066117.369
4L,2023-Q4,claims,EUR,1120747.181
4L,2024-Q1,claims,EUR,1087907.39
4L,2024-Q2,claims,EUR,1060563.842
4L,2024-Q3,claims,EUR,1174997.864
4L,2024-Q4,claims,EUR,1092347.922
4L,2025-Q1,claims,EUR,1166135.13
4L,2025-Q2,claims,EUR,1342035.849
4L,2025-Q3,claims,EUR,1350691.1
4L,2025-Q4,claims,EUR,1399145.706
4L,2026-Q1,claims,EUR,1502498.904
4T,2000-Q1,claims,EUR,145367.0
4T,2000-Q2,claims,EUR,148674.0
4T,2000-Q3,claims,EUR,143953.0
4T,2000-Q4,claims,EUR,148149.0
4T,2001-Q1,claims,EUR,137178.0
4T,2001-Q2,claims,EUR,140535.0
4T,2001-Q3,claims,EUR,149331.0
4T,2001-Q4,claims,EUR,144203.0
4T,2002-Q1,claims,EUR,146235.0
4T,2002-Q2,claims,EUR,164147.0
4T,2002-Q3,claims,EUR,168058.0
4T,2002-Q4,claims,EUR,174137.0
4T,2003-Q1,claims,EUR,185681.0
4T,2003-Q2,claims,EUR,192496.0
4T,2003-Q3,claims,EUR,194465.0
4T,2003-Q4,claims,EUR,218099.0
4T,2004-Q1,claims,EUR,217810.0
4T,2004-Q2,claims,EUR,220597.0
4T,2004-Q3,claims,EUR,223410.0
4T,2004-Q4,claims,EUR,235112.0
4T,2005-Q1,claims,EUR,242352.0
4T,2005-Q2,claims,EUR,237470.0
4T,2005-Q3,claims,EUR,248725.0
4T,2005-Q4,claims,EUR,258536.0
4T,2006-Q1,claims,EUR,284443.0
4T,2006-Q2,claims,EUR,309197.0
4T,2006-Q3,claims,EUR,318641.0
4T,2006-Q4,claims,EUR,358550.0
4T,2007-Q1,claims,EUR,371193.0
4T,2007-Q2,claims,EUR,392343.0
4T,2007-Q3,claims,EUR,428133.0
4T,2007-Q4,claims,EUR,475961.0
4T,2008-Q1,claims,EUR,519996.0
4T,2008-Q2,claims,EUR,525470.0
4T,2008-Q3,claims,EUR,491004.0
4T,2008-Q4,claims,EUR,485051.0
4T,2009-Q1,claims,EUR,448954.0
4T,2009-Q2,claims,EUR,468010.0
4T,2009-Q3,claims,EUR,467013.5
4T,2009-Q4,claims,EUR,454755.0
4T,2010-Q1,claims,EUR,429925.0
4T,2010-Q2,claims,EUR,395559.0
4T,2010-Q3,claims,EUR,453167.0
4T,2010-Q4,claims,EUR,447974.0
4T,2011-Q1,claims,EUR,491964.311
4T,2011-Q2,claims,EUR,500673.0
4T,2011-Q3,claims,EUR,471188.0
4T,2011-Q4,claims,EUR,454636.0
4T,2012-Q1,claims,EUR,460555.502
4T,2012-Q2,claims,EUR,446266.197
4T,2012-Q3,claims,EUR,449073.198
4T,2012-Q4,claims,EUR,447906.914
4T,2013-Q1,claims,EUR,448875.078
4T,2013-Q2,claims,EUR,458693.529
4T,2013-Q3,claims,EUR,471383.88
4T,2013-Q4,claims,EUR,474033.668
4T,2014-Q1,claims,EUR,480654.288
4T,2014-Q2,claims,EUR,497239.249
4T,2014-Q3,claims,EUR,452483.233
4T,2014-Q4,claims,EUR,385133.585
4T,2015-Q1,claims,EUR,342546.128
4T,2015-Q2,claims,EUR,362797.449
4T,2015-Q3,claims,EUR,365517.66
4T,2015-Q4,claims,EUR,353242.571
4T,2016-Q1,claims,EUR,371330.112
4T,2016-Q2,claims,EUR,371520.064
4T,2016-Q3,claims,EUR,383489.435
4T,2016-Q4,claims,EUR,356892.4
4T,2017-Q1,claims,EUR,388611.673
4T,2017-Q2,claims,EUR,412346.987
4T,2017-Q3,claims,EUR,435209.314
4T,2017-Q4,claims,EUR,459916.173
4T,2018-Q1,claims,EUR,481606.597
4T,2018-Q2,claims,EUR,456685.978
4T,2018-Q3,claims,EUR,476336.511
4T,2018-Q4,claims,EUR,488069.58
